DATE,REGION,PRODUCT,CAMPAIGN_NAME,CUSTOMER_ID,CHANNEL,RESPONSE_STATUS,REVENUE,SPEND,QUALIFIED,APPROVED,ISSUED,CREDIT_SCORE,PROPENSITY_CARD_SCORE
2025-06-11,West,Credit Card,Credit card awareness campaign,CUST_689007,CRM,no_response,0.0,53.29,0,0,0,833,0.394
2025-06-12,Northeast,Personal Loan,Personal loan awareness campaign,CUST_555250,Mobile App,no_response,0.0,97.23,0,0,0,780,0.685
2025-07-14,West,Personal Loan,Personal loan awareness campaign,CUST_220061,Search,no_response,0.0,160.17,0,0,0,700,0.714
2025-08-24,South,Stocks,Stocks awareness campaign,CUST_430079,CRM,no_response,0.0,66.05,0,0,0,702,0.792
2025-06-15,West,Credit Card,Prepaid card awareness campaign,CUST_285364,CRM,no_response,0.0,43.32,0,0,0,742,0.957
2025-07-15,Midwest,Personal Loan,Objective loan awareness campaign,CUST_151734,Branch,engaged,0.0,82.95,1,1,0,652,0.354
2025-08-06,Northeast,Stocks,Stocks awareness campaign,CUST_297035,Social,no_response,0.0,133.48,0,0,0,739,0.34
2025-06-22,South,Personal Loan,Personal loan awareness campaign,CUST_626621,Affiliates,no_response,0.0,125.41,0,0,0,640,0.135
2025-08-07,Northeast,Auto Loan,Automobile loan awareness campaign,CUST_372129,Search,no_response,0.0,190.97,0,0,0,716,0.571
2025-07-01,Northeast,Credit Card,Prepaid card awareness campaign,CUST_616100,Branch,no_response,0.0,75.89,0,0,0,650,0.686
2025-08-15,Northeast,Credit Card,Credit card awareness campaign,CUST_150855,Branch,no_response,0.0,65.15,0,0,0,653,0.969
2025-07-26,Northeast,Bonds,Bonds awareness campaign,CUST_671758,Search,no_response,0.0,221.88,0,0,0,819,0.224
2025-07-23,Midwest,Credit Card,Prepaid card awareness campaign,CUST_786319,Affiliates,no_response,0.0,211.33,0,0,0,724,0.666
2025-06-19,West,Credit Card,Credit card awareness campaign,CUST_715317,Mobile App,engaged,0.0,177.88,1,1,0,732,0.506
2025-07-15,Midwest,Bonds,Bonds awareness campaign,CUST_999716,Search,no_response,0.0,202.94,0,0,0,599,0.393
2025-08-20,Northeast,Credit Card,Prepaid card awareness campaign,CUST_659136,Social,engaged,0.0,118.23,1,0,0,684,0.895
2025-06-05,Northeast,Stocks,Stocks awareness campaign,CUST_514334,CRM,no_response,0.0,61.14,0,0,0,748,0.18
2025-08-11,Midwest,Personal Loan,Objective loan awareness campaign,CUST_352714,Social,no_response,0.0,178.83,0,0,0,732,0.283
2025-07-18,Northeast,Bonds,Bonds awareness campaign,CUST_208812,Social,no_response,0.0,101.57,0,0,0,591,0.37
2025-08-07,West,Stocks,Stocks awareness campaign,CUST_576498,CRM,no_response,0.0,46.64,0,0,0,732,0.471
2025-08-02,Northeast,Bonds,Bonds awareness campaign,CUST_768080,Social,engaged,0.0,131.23,1,0,0,742,0.262
2025-07-12,Midwest,Personal Loan,Objective loan awareness campaign,CUST_328405,CRM,no_response,0.0,56.88,0,0,0,797,0.49
2025-07-01,Midwest,Auto Loan,Automobile loan awareness campaign,CUST_927790,WhatsApp,no_response,0.0,72.88,0,0,0,681,0.31
2025-07-30,Midwest,Stocks,Stocks awareness campaign,CUST_152953,CRM,no_response,0.0,70.61,0,0,0,585,0.618
2025-06-16,Northeast,Personal Loan,Objective loan awareness campaign,CUST_378283,Search,no_response,0.0,131.72,0,0,0,660,0.118
2025-07-26,Northeast,Personal Loan,Objective loan awareness campaign,CUST_813479,Mobile App,engaged,0.0,84.71,1,1,0,654,0.039
2025-06-12,South,Credit Card,Prepaid card awareness campaign,CUST_345566,Search,engaged,0.0,201.64,1,1,0,764,0.518
2025-08-01,Northeast,Bonds,Bonds awareness campaign,CUST_066717,Branch,engaged,0.0,66.93,1,0,0,557,0.413
2025-07-30,West,Stocks,Stocks awareness campaign,CUST_107821,Affiliates,no_response,0.0,114.54,0,0,0,693,0.149
2025-06-11,Midwest,Personal Loan,Personal loan awareness campaign,CUST_427346,Branch,no_response,0.0,59.38,0,0,0,806,0.594
2025-08-11,Midwest,Stocks,Stocks awareness campaign,CUST_650465,Social,engaged,0.0,143.96,1,1,0,720,0.612
2025-07-11,Midwest,Auto Loan,Automobile loan awareness campaign,CUST_671898,Social,no_response,0.0,144.27,0,0,0,774,0.146
2025-08-13,South,Auto Loan,Automobile loan awareness campaign,CUST_841655,CRM,no_response,0.0,62.28,0,0,0,621,0.431
2025-06-07,South,Credit Card,Credit card awareness campaign,CUST_594631,Search,engaged,0.0,183.61,1,1,0,624,0.446
2025-06-20,Midwest,Personal Loan,Personal loan awareness campaign,CUST_905460,Social,no_response,0.0,219.11,0,0,0,806,0.496
2025-07-18,Midwest,Personal Loan,Objective loan awareness campaign,CUST_173876,Branch,engaged,0.0,78.54,1,0,0,726,0.107
2025-06-20,Northeast,Bonds,Bonds awareness campaign,CUST_238325,Mobile App,engaged,0.0,111.75,1,1,0,726,0.173
2025-07-03,Midwest,Stocks,Stocks awareness campaign,CUST_103609,Search,engaged,0.0,225.2,1,0,0,653,0.174
2025-08-02,West,Credit Card,Credit card awareness campaign,CUST_770831,Mobile App,no_response,0.0,144.34,0,0,0,726,0.596
2025-06-17,Northeast,Personal Loan,Personal loan awareness campaign,CUST_454550,Branch,no_response,0.0,91.26,0,0,0,651,0.195
2025-08-03,Midwest,Personal Loan,Objective loan awareness campaign,CUST_299042,Mobile App,no_response,0.0,118.99,0,0,0,791,0.491
2025-06-13,South,Bonds,Bonds awareness campaign,CUST_888803,WhatsApp,engaged,0.0,107.27,1,1,0,884,0.51
2025-06-19,Northeast,Bonds,Bonds awareness campaign,CUST_349397,WhatsApp,no_response,0.0,90.94,0,0,0,749,0.756
2025-07-26,Midwest,Bonds,Bonds awareness campaign,CUST_659136,CRM,no_response,0.0,82.37,0,0,0,682,0.284
2025-08-14,West,Credit Card,Credit card awareness campaign,CUST_857954,WhatsApp,no_response,0.0,119.05,0,0,0,568,0.788
2025-06-19,Northeast,Personal Loan,Objective loan awareness campaign,CUST_208552,Mobile App,engaged,0.0,146.89,1,0,0,619,0.655
2025-06-30,Northeast,Personal Loan,Objective loan awareness campaign,CUST_097506,Search,engaged,0.0,205.57,1,1,0,813,0.094
2025-08-26,Northeast,Credit Card,Prepaid card awareness campaign,CUST_767757,Social,no_response,0.0,180.26,0,0,0,658,0.444
2025-09-01,South,Credit Card,Prepaid card awareness campaign,CUST_639269,Search,no_response,0.0,210.08,0,0,0,698,0.941
2025-07-26,Northeast,Credit Card,Prepaid card awareness campaign,CUST_104281,Mobile App,no_response,0.0,198.81,0,0,0,759,0.718
2025-07-14,Northeast,Bonds,Bonds awareness campaign,CUST_682195,Affiliates,engaged,0.0,183.53,1,1,0,809,0.298
2025-07-05,Northeast,Credit Card,Prepaid card awareness campaign,CUST_823338,WhatsApp,engaged,0.0,80.87,1,1,0,708,0.377
2025-07-29,Northeast,Credit Card,Prepaid card awareness campaign,CUST_684156,Mobile App,no_response,0.0,123.91,0,0,0,696,0.488
2025-07-27,West,Stocks,Stocks awareness campaign,CUST_717493,Mobile App,no_response,0.0,97.54,0,0,0,724,0.139
2025-06-30,Northeast,Personal Loan,Personal loan awareness campaign,CUST_281720,Search,engaged,0.0,250.61,1,0,0,682,0.603
2025-06-06,West,Stocks,Stocks awareness campaign,CUST_224225,Branch,no_response,0.0,55.65,0,0,0,686,0.448
2025-06-17,West,Personal Loan,Personal loan awareness campaign,CUST_593660,Mobile App,engaged,0.0,178.44,1,1,0,745,0.338
2025-08-29,South,Bonds,Bonds awareness campaign,CUST_511301,Search,no_response,0.0,148.89,0,0,0,731,0.438
2025-07-11,Northeast,Personal Loan,Personal loan awareness campaign,CUST_519175,Branch,converted,11686.66,72.23,1,0,1,848,0.162
2025-07-17,South,Auto Loan,Automobile loan awareness campaign,CUST_967276,Social,engaged,0.0,206.01,1,1,0,746,0.499
2025-07-16,West,Stocks,Stocks awareness campaign,CUST_863544,WhatsApp,no_response,0.0,41.57,0,0,0,789,0.29
2025-08-13,Northeast,Credit Card,Credit card awareness campaign,CUST_271147,CRM,no_response,0.0,90.27,0,0,0,656,0.787
2025-06-09,South,Credit Card,Credit card awareness campaign,CUST_169885,Social,engaged,0.0,142.99,1,0,0,752,0.653
2025-06-11,South,Auto Loan,Automobile loan awareness campaign,CUST_580117,Search,engaged,0.0,227.76,1,1,0,677,0.427
2025-06-28,Midwest,Personal Loan,Objective loan awareness campaign,CUST_802634,Search,engaged,0.0,251.43,1,1,0,744,0.751
2025-07-17,South,Stocks,Stocks awareness campaign,CUST_926582,Search,no_response,0.0,259.94,0,0,0,761,0.043
2025-08-03,Midwest,Personal Loan,Objective loan awareness campaign,CUST_541866,WhatsApp,no_response,0.0,96.16,0,0,0,723,0.101
2025-07-18,West,Personal Loan,Objective loan awareness campaign,CUST_027698,Social,engaged,0.0,199.9,1,0,0,864,0.168
2025-07-13,South,Personal Loan,Objective loan awareness campaign,CUST_690249,Social,engaged,0.0,180.76,1,0,0,806,0.084
2025-08-27,Midwest,Stocks,Stocks awareness campaign,CUST_481404,WhatsApp,engaged,0.0,129.62,1,1,0,791,0.243
2025-06-18,South,Credit Card,Credit card awareness campaign,CUST_682233,WhatsApp,no_response,0.0,101.75,0,0,0,766,0.159
2025-07-25,Midwest,Personal Loan,Personal loan awareness campaign,CUST_929639,CRM,no_response,0.0,89.47,0,0,0,826,0.158
2025-07-22,South,Bonds,Bonds awareness campaign,CUST_104281,Mobile App,no_response,0.0,171.54,0,0,0,634,0.608
2025-07-16,West,Credit Card,Prepaid card awareness campaign,CUST_241883,Affiliates,engaged,0.0,98.74,1,1,0,802,0.343
2025-08-15,Northeast,Stocks,Stocks awareness campaign,CUST_039110,Mobile App,engaged,0.0,231.39,1,1,0,661,0.521
2025-06-28,Midwest,Credit Card,Credit card awareness campaign,CUST_371847,Search,no_response,0.0,188.41,0,0,0,686,1.0
2025-08-28,Midwest,Personal Loan,Objective loan awareness campaign,CUST_434783,Branch,engaged,0.0,96.17,1,1,0,754,0.372
2025-07-03,Northeast,Personal Loan,Personal loan awareness campaign,CUST_460221,Mobile App,converted,10590.1,140.94,1,1,1,794,0.094
2025-07-23,Northeast,Bonds,Bonds awareness campaign,CUST_570620,Mobile App,no_response,0.0,177.14,0,0,0,651,0.508
2025-07-20,Midwest,Credit Card,Credit card awareness campaign,CUST_218236,CRM,no_response,0.0,49.67,0,0,0,689,0.401
2025-08-19,Northeast,Personal Loan,Personal loan awareness campaign,CUST_444423,WhatsApp,no_response,0.0,104.08,0,0,0,726,0.288
2025-07-13,Northeast,Credit Card,Credit card awareness campaign,CUST_422564,Social,no_response,0.0,149.87,0,0,0,709,1.0
2025-06-29,West,Auto Loan,Automobile loan awareness campaign,CUST_186298,WhatsApp,no_response,0.0,125.53,0,0,0,771,0.126
2025-06-05,West,Personal Loan,Personal loan awareness campaign,CUST_393146,Branch,converted,6911.22,77.68,1,1,1,900,0.408
2025-07-06,West,Personal Loan,Personal loan awareness campaign,CUST_120978,Mobile App,no_response,0.0,172.76,0,0,0,745,0.317
2025-08-17,Midwest,Personal Loan,Personal loan awareness campaign,CUST_935335,CRM,engaged,0.0,27.54,1,1,0,676,0.363
2025-06-04,South,Credit Card,Prepaid card awareness campaign,CUST_965489,Search,engaged,0.0,215.29,1,1,0,642,0.465
2025-08-23,West,Personal Loan,Personal loan awareness campaign,CUST_874076,CRM,no_response,0.0,66.16,0,0,0,700,0.631
2025-07-22,Northeast,Personal Loan,Personal loan awareness campaign,CUST_702277,Search,no_response,0.0,232.3,0,0,0,664,0.425
2025-06-16,Northeast,Personal Loan,Personal loan awareness campaign,CUST_375503,Social,no_response,0.0,198.45,0,0,0,748,0.525
2025-07-01,West,Credit Card,Prepaid card awareness campaign,CUST_549532,Social,no_response,0.0,145.36,0,0,0,747,0.374
2025-07-23,Northeast,Credit Card,Credit card awareness campaign,CUST_316156,Branch,engaged,0.0,70.85,1,0,0,692,0.216
2025-07-02,West,Credit Card,Credit card awareness campaign,CUST_269168,Social,engaged,0.0,207.25,1,0,0,839,0.777
2025-06-13,South,Credit Card,Prepaid card awareness campaign,CUST_361509,Search,engaged,0.0,94.67,1,1,0,676,0.679
2025-08-02,Northeast,Personal Loan,Objective loan awareness campaign,CUST_571437,Search,engaged,0.0,252.41,1,0,0,713,0.092
2025-08-03,Northeast,Credit Card,Credit card awareness campaign,CUST_641554,Mobile App,no_response,0.0,128.31,0,0,0,758,0.79
2025-06-14,South,Stocks,Stocks awareness campaign,CUST_142816,WhatsApp,no_response,0.0,69.47,0,0,0,774,0.594
2025-06-29,West,Personal Loan,Objective loan awareness campaign,CUST_205147,Search,engaged,0.0,238.51,1,1,0,797,0.244
2025-06-25,Northeast,Stocks,Stocks awareness campaign,CUST_114726,Search,engaged,0.0,287.51,1,0,0,746,0.605
2025-08-02,South,Auto Loan,Automobile loan awareness campaign,CUST_697849,CRM,engaged,0.0,75.59,1,0,0,783,0.647
2025-08-08,South,Stocks,Stocks awareness campaign,CUST_702428,Social,no_response,0.0,154.6,0,0,0,680,0.263
2025-08-08,West,Auto Loan,Automobile loan awareness campaign,CUST_359163,CRM,engaged,0.0,73.14,1,1,0,775,0.642
2025-08-27,West,Auto Loan,Automobile loan awareness campaign,CUST_944924,Affiliates,no_response,0.0,219.06,0,0,0,774,0.38
2025-08-12,Midwest,Personal Loan,Personal loan awareness campaign,CUST_325067,Mobile App,no_response,0.0,136.94,0,0,0,811,0.576
2025-07-02,Northeast,Bonds,Bonds awareness campaign,CUST_558393,Social,no_response,0.0,132.28,0,0,0,620,0.738
2025-06-13,West,Auto Loan,Automobile loan awareness campaign,CUST_561092,WhatsApp,no_response,0.0,75.71,0,0,0,666,0.153
2025-07-29,Midwest,Auto Loan,Automobile loan awareness campaign,CUST_460812,Search,engaged,0.0,266.08,1,1,0,769,0.209
2025-08-25,West,Personal Loan,Personal loan awareness campaign,CUST_158334,Mobile App,engaged,0.0,138.52,1,1,0,561,0.794
2025-08-30,South,Stocks,Stocks awareness campaign,CUST_609875,Mobile App,engaged,0.0,103.38,1,1,0,750,0.342
2025-06-24,Northeast,Credit Card,Prepaid card awareness campaign,CUST_216639,Branch,engaged,0.0,40.51,1,1,0,784,0.571
2025-06-25,West,Auto Loan,Automobile loan awareness campaign,CUST_888167,CRM,no_response,0.0,72.48,0,0,0,685,0.385
2025-06-07,Northeast,Auto Loan,Automobile loan awareness campaign,CUST_012212,Social,no_response,0.0,138.13,0,0,0,694,0.174
2025-06-16,South,Bonds,Bonds awareness campaign,CUST_085329,Branch,converted,1057.86,75.78,1,1,1,656,0.557
2025-07-23,Midwest,Auto Loan,Automobile loan awareness campaign,CUST_138162,Branch,engaged,0.0,91.69,1,0,0,689,0.471
2025-07-23,West,Auto Loan,Automobile loan awareness campaign,CUST_459796,Social,no_response,0.0,107.64,0,0,0,690,0.381
2025-07-07,West,Bonds,Bonds awareness campaign,CUST_158334,Affiliates,engaged,0.0,177.97,1,1,0,679,0.128
2025-07-01,Midwest,Credit Card,Credit card awareness campaign,CUST_720343,CRM,no_response,0.0,57.44,0,0,0,676,0.34
2025-08-17,West,Personal Loan,Objective loan awareness campaign,CUST_217662,Branch,converted,8974.61,76.65,1,0,1,704,0.282
2025-07-15,West,Personal Loan,Objective loan awareness campaign,CUST_647135,WhatsApp,no_response,0.0,117.88,0,0,0,703,0.716
2025-08-15,West,Credit Card,Prepaid card awareness campaign,CUST_585801,WhatsApp,no_response,0.0,60.09,0,0,0,832,0.933
2025-08-29,South,Credit Card,Prepaid card awareness campaign,CUST_598669,WhatsApp,no_response,0.0,102.82,0,0,0,696,0.603
2025-07-02,South,Credit Card,Credit card awareness campaign,CUST_668253,Social,engaged,0.0,201.26,1,1,0,741,0.311
2025-06-22,Midwest,Stocks,Stocks awareness campaign,CUST_458659,Affiliates,engaged,0.0,171.61,1,1,0,685,0.379
2025-08-28,West,Stocks,Stocks awareness campaign,CUST_420606,Search,no_response,0.0,212.44,0,0,0,685,0.355
2025-07-31,Northeast,Credit Card,Prepaid card awareness campaign,CUST_850181,Branch,converted,840.39,77.32,1,1,1,618,0.801
2025-06-30,South,Personal Loan,Personal loan awareness campaign,CUST_989544,Affiliates,no_response,0.0,195.52,0,0,0,626,0.598
2025-07-29,West,Personal Loan,Objective loan awareness campaign,CUST_303423,Affiliates,no_response,0.0,206.21,0,0,0,648,0.202
2025-07-20,Midwest,Bonds,Bonds awareness campaign,CUST_250198,Social,no_response,0.0,182.45,0,0,0,731,0.121
2025-08-24,Northeast,Personal Loan,Objective loan awareness campaign,CUST_549442,Social,engaged,0.0,120.72,1,1,0,785,0.581
2025-06-27,South,Personal Loan,Personal loan awareness campaign,CUST_074221,CRM,no_response,0.0,74.85,0,0,0,613,0.493
2025-09-01,Midwest,Credit Card,Credit card awareness campaign,CUST_188101,Social,engaged,0.0,206.67,1,0,0,687,0.768
2025-08-27,West,Personal Loan,Personal loan awareness campaign,CUST_329896,Search,no_response,0.0,230.23,0,0,0,638,0.069
2025-06-20,Northeast,Credit Card,Credit card awareness campaign,CUST_333649,Branch,no_response,0.0,43.85,0,0,0,704,0.434
2025-06-18,South,Stocks,Stocks awareness campaign,CUST_082958,Affiliates,no_response,0.0,174.84,0,0,0,785,0.185
2025-07-21,Northeast,Personal Loan,Objective loan awareness campaign,CUST_313981,Affiliates,no_response,0.0,188.75,0,0,0,693,0.234
2025-06-08,Northeast,Bonds,Bonds awareness campaign,CUST_148628,Affiliates,no_response,0.0,128.49,0,0,0,717,0.19
2025-06-30,South,Auto Loan,Automobile loan awareness campaign,CUST_927202,Branch,converted,15838.52,63.7,1,0,1,807,0.446
2025-07-13,South,Stocks,Stocks awareness campaign,CUST_906222,Social,no_response,0.0,103.63,0,0,0,747,0.063
2025-08-30,Northeast,Stocks,Stocks awareness campaign,CUST_745349,Branch,no_response,0.0,80.63,0,0,0,674,0.512
2025-09-01,Midwest,Bonds,Bonds awareness campaign,CUST_438001,Mobile App,no_response,0.0,145.81,0,0,0,730,0.266
2025-06-17,West,Personal Loan,Objective loan awareness campaign,CUST_844289,WhatsApp,engaged,0.0,52.97,1,1,0,670,0.263
2025-08-23,South,Credit Card,Credit card awareness campaign,CUST_250555,Affiliates,no_response,0.0,195.82,0,0,0,745,0.925
2025-06-12,Midwest,Personal Loan,Objective loan awareness campaign,CUST_203311,Branch,no_response,0.0,69.01,0,0,0,751,0.233
2025-08-10,West,Personal Loan,Objective loan awareness campaign,CUST_541121,Affiliates,no_response,0.0,203.24,0,0,0,638,0.285
2025-08-19,West,Personal Loan,Personal loan awareness campaign,CUST_778071,Affiliates,no_response,0.0,162.38,0,0,0,731,0.267
2025-08-23,West,Bonds,Bonds awareness campaign,CUST_744031,CRM,no_response,0.0,47.98,0,0,0,713,0.852
2025-06-24,South,Bonds,Bonds awareness campaign,CUST_441041,Social,no_response,0.0,129.17,0,0,0,753,0.223
2025-08-23,West,Auto Loan,Automobile loan awareness campaign,CUST_232825,Search,no_response,0.0,190.4,0,0,0,770,0.438
2025-06-14,Northeast,Personal Loan,Personal loan awareness campaign,CUST_720993,Affiliates,no_response,0.0,180.85,0,0,0,749,0.194
2025-07-20,South,Bonds,Bonds awareness campaign,CUST_568167,Search,no_response,0.0,228.14,0,0,0,702,0.196
2025-07-16,South,Bonds,Bonds awareness campaign,CUST_593096,Affiliates,engaged,0.0,171.42,1,0,0,776,0.092
2025-07-02,South,Personal Loan,Objective loan awareness campaign,CUST_197394,CRM,converted,7584.03,53.65,1,1,1,668,0.205
2025-06-05,Northeast,Auto Loan,Automobile loan awareness campaign,CUST_629483,Mobile App,no_response,0.0,127.7,0,0,0,641,0.088
2025-08-12,Northeast,Stocks,Stocks awareness campaign,CUST_354532,Search,no_response,0.0,357.92,0,0,0,528,0.253
2025-07-04,West,Credit Card,Credit card awareness campaign,CUST_562415,WhatsApp,no_response,0.0,72.66,0,0,0,716,0.27
2025-08-02,Northeast,Credit Card,Credit card awareness campaign,CUST_017341,Affiliates,no_response,0.0,154.89,0,0,0,671,0.544
2025-07-10,South,Bonds,Bonds awareness campaign,CUST_172734,Search,no_response,0.0,401.16,0,0,0,744,0.66
2025-07-07,Midwest,Bonds,Bonds awareness campaign,CUST_044119,Social,no_response,0.0,176.84,0,0,0,602,0.399
2025-08-22,West,Bonds,Bonds awareness campaign,CUST_408932,Search,no_response,0.0,144.1,0,0,0,681,0.101
2025-06-12,South,Stocks,Stocks awareness campaign,CUST_561162,Social,engaged,0.0,193.71,1,1,0,748,0.326
2025-08-09,Midwest,Personal Loan,Objective loan awareness campaign,CUST_650267,Social,converted,12645.06,123.6,1,1,1,658,0.115
2025-08-10,Midwest,Credit Card,Credit card awareness campaign,CUST_954310,Affiliates,engaged,0.0,220.91,1,1,0,745,0.339
2025-07-08,West,Auto Loan,Automobile loan awareness campaign,CUST_491296,CRM,no_response,0.0,56.84,0,0,0,687,0.516
2025-06-27,West,Personal Loan,Personal loan awareness campaign,CUST_481404,Search,no_response,0.0,195.81,0,0,0,718,0.199
2025-06-04,Midwest,Auto Loan,Automobile loan awareness campaign,CUST_745063,Search,no_response,0.0,308.5,0,0,0,756,0.287
2025-08-27,West,Personal Loan,Personal loan awareness campaign,CUST_146180,Search,no_response,0.0,251.15,0,0,0,777,0.758
2025-08-28,South,Credit Card,Credit card awareness campaign,CUST_958963,CRM,engaged,0.0,74.59,1,1,0,726,0.263
2025-06-25,Midwest,Stocks,Stocks awareness campaign,CUST_556160,Social,no_response,0.0,177.4,0,0,0,671,0.627
2025-06-06,Northeast,Credit Card,Credit card awareness campaign,CUST_492174,CRM,no_response,0.0,53.33,0,0,0,693,0.771
2025-06-15,Midwest,Credit Card,Credit card awareness campaign,CUST_765422,Social,engaged,0.0,184.45,1,1,0,758,0.853
2025-06-10,Midwest,Credit Card,Prepaid card awareness campaign,CUST_860598,Search,no_response,0.0,286.51,0,0,0,659,0.478
2025-08-17,Northeast,Personal Loan,Objective loan awareness campaign,CUST_304979,Mobile App,engaged,0.0,144.72,1,1,0,709,0.757
2025-08-23,Northeast,Bonds,Bonds awareness campaign,CUST_717405,Search,no_response,0.0,319.09,0,0,0,697,0.164
2025-06-17,West,Credit Card,Credit card awareness campaign,CUST_398014,Search,converted,974.07,266.78,1,1,1,714,0.755
2025-08-10,Midwest,Personal Loan,Objective loan awareness campaign,CUST_167480,Search,no_response,0.0,231.66,0,0,0,659,0.394
2025-06-20,South,Stocks,Stocks awareness campaign,CUST_861583,Mobile App,no_response,0.0,148.8,0,0,0,609,0.015
2025-07-07,Northeast,Auto Loan,Automobile loan awareness campaign,CUST_642367,WhatsApp,no_response,0.0,93.09,0,0,0,751,0.187
2025-07-27,Northeast,Credit Card,Prepaid card awareness campaign,CUST_707824,WhatsApp,engaged,0.0,61.85,1,0,0,778,0.715
2025-08-07,South,Credit Card,Credit card awareness campaign,CUST_258102,Mobile App,engaged,0.0,136.85,1,0,0,612,0.856
2025-08-21,South,Personal Loan,Objective loan awareness campaign,CUST_642204,Search,engaged,0.0,232.17,1,1,0,742,0.863
2025-06-08,Midwest,Personal Loan,Personal loan awareness campaign,CUST_272370,Mobile App,no_response,0.0,125.44,0,0,0,785,0.564
2025-06-21,Northeast,Personal Loan,Objective loan awareness campaign,CUST_568430,Social,no_response,0.0,173.51,0,0,0,756,0.387
2025-06-29,Northeast,Credit Card,Prepaid card awareness campaign,CUST_288096,WhatsApp,no_response,0.0,90.48,0,0,0,695,0.273
2025-07-01,West,Credit Card,Prepaid card awareness campaign,CUST_112068,Affiliates,no_response,0.0,214.82,0,0,0,663,0.342
2025-09-01,Midwest,Personal Loan,Personal loan awareness campaign,CUST_048926,Affiliates,engaged,0.0,209.84,1,0,0,725,0.439
2025-08-12,Midwest,Credit Card,Prepaid card awareness campaign,CUST_921733,Mobile App,no_response,0.0,145.85,0,0,0,735,0.489
2025-07-02,Northeast,Stocks,Stocks awareness campaign,CUST_022552,Search,no_response,0.0,144.8,0,0,0,726,0.351
2025-08-30,Midwest,Personal Loan,Objective loan awareness campaign,CUST_255925,Mobile App,no_response,0.0,202.68,0,0,0,709,0.533
2025-07-18,South,Personal Loan,Personal loan awareness campaign,CUST_378998,Affiliates,no_response,0.0,173.61,0,0,0,655,0.581
2025-07-19,West,Credit Card,Credit card awareness campaign,CUST_328744,WhatsApp,converted,1887.03,88.18,1,1,1,745,0.217
2025-07-13,Midwest,Credit Card,Credit card awareness campaign,CUST_078914,Mobile App,converted,1462.78,128.01,1,1,1,748,0.625
2025-06-16,Northeast,Credit Card,Prepaid card awareness campaign,CUST_851159,Search,no_response,0.0,193.14,0,0,0,732,0.823
2025-08-27,Midwest,Stocks,Stocks awareness campaign,CUST_378998,Mobile App,no_response,0.0,194.04,0,0,0,727,0.13
2025-06-05,Midwest,Bonds,Bonds awareness campaign,CUST_656999,CRM,no_response,0.0,80.79,0,0,0,821,0.029
2025-06-19,South,Credit Card,Prepaid card awareness campaign,CUST_489539,WhatsApp,no_response,0.0,100.0,0,0,0,683,0.821
2025-06-24,South,Personal Loan,Objective loan awareness campaign,CUST_417854,Search,engaged,0.0,214.09,1,1,0,797,0.623
2025-06-29,South,Bonds,Bonds awareness campaign,CUST_731148,CRM,no_response,0.0,69.29,0,0,0,676,0.291
2025-06-15,South,Auto Loan,Automobile loan awareness campaign,CUST_718938,WhatsApp,no_response,0.0,91.66,0,0,0,787,0.23
2025-06-05,South,Personal Loan,Objective loan awareness campaign,CUST_695072,Affiliates,no_response,0.0,171.44,0,0,0,794,0.479
2025-08-03,South,Personal Loan,Objective loan awareness campaign,CUST_577790,Search,no_response,0.0,238.6,0,0,0,702,0.283
2025-08-30,Northeast,Personal Loan,Personal loan awareness campaign,CUST_259347,Social,engaged,0.0,142.35,1,1,0,820,0.352
2025-06-14,Northeast,Stocks,Stocks awareness campaign,CUST_293906,Mobile App,engaged,0.0,148.83,1,1,0,748,0.061
2025-06-30,Midwest,Personal Loan,Personal loan awareness campaign,CUST_233520,Search,converted,7364.56,231.23,1,0,1,667,0.14
2025-07-19,West,Bonds,Bonds awareness campaign,CUST_750357,WhatsApp,engaged,0.0,103.57,1,0,0,698,0.504
2025-08-26,Northeast,Auto Loan,Automobile loan awareness campaign,CUST_615642,Mobile App,no_response,0.0,118.33,0,0,0,788,0.332
2025-08-05,South,Credit Card,Credit card awareness campaign,CUST_468003,Search,no_response,0.0,259.06,0,0,0,775,0.703
2025-08-11,West,Auto Loan,Automobile loan awareness campaign,CUST_264813,Search,converted,8520.25,170.15,1,1,1,657,0.287
2025-07-26,West,Credit Card,Credit card awareness campaign,CUST_760787,WhatsApp,no_response,0.0,77.12,0,0,0,712,0.364
2025-07-11,Northeast,Personal Loan,Objective loan awareness campaign,CUST_536189,Search,converted,9284.8,190.91,1,1,1,732,0.31
2025-06-21,Midwest,Credit Card,Prepaid card awareness campaign,CUST_439659,CRM,no_response,0.0,43.92,0,0,0,690,0.697
2025-08-20,Northeast,Credit Card,Credit card awareness campaign,CUST_603974,WhatsApp,engaged,0.0,112.85,1,1,0,861,0.666
2025-08-15,South,Stocks,Stocks awareness campaign,CUST_655296,CRM,no_response,0.0,45.46,0,0,0,734,0.832
2025-06-06,West,Credit Card,Prepaid card awareness campaign,CUST_059663,Affiliates,no_response,0.0,148.55,0,0,0,716,1.0
2025-08-07,West,Credit Card,Credit card awareness campaign,CUST_126949,WhatsApp,engaged,0.0,118.25,1,1,0,791,0.937
2025-06-11,Midwest,Personal Loan,Personal loan awareness campaign,CUST_260782,CRM,no_response,0.0,51.44,0,0,0,698,0.692
2025-08-09,Midwest,Personal Loan,Personal loan awareness campaign,CUST_350272,Social,engaged,0.0,152.47,1,1,0,780,0.711
